"Time (EpSec)","x (m)","y (m)","z (m)","vx (m/sec)","vy (m/sec)","vz (m/sec)"
38220.0,-2295954.039,-4577568.145,-4666213.371,6849.995476,-117.327269,-3255.359325
38280.0,-1880297.976,-4574729.938,-4851330.519,7000.224047,211.900147,-2912.993249
38340.0,-1456531.156,-4552158.411,-5015521.218,7120.256810,540.213521,-2558.061835
38400.0,-1026481.518,-4509950.927,-5158077.221,7209.576000,866.196658,-2192.096096
38460.0,-592004.103,-4448289.550,-5278383.608,7267.796332,1188.443414,-1816.674645
38520.0,-154973.049,-4367440.260,-5375921.430,7294.666672,1505.563761,-1433.416879
38580.0,282726.489,-4267751.804,-5450269.953,7290.071112,1816.189786,-1043.975999
38640.0,719206.473,-4149654.193,-5501108.472,7254.029476,2118.981587,-650.031879
38700.0,1152584.124,-4013656.846,-5528217.692,7186.697230,2412.633059,-253.283814
38760.0,1580990.048,-3860346.396,-5531480.675,7088.364816,2695.877520,144.556803
38820.0,2002576.294,-3690384.153,-5510883.348,6959.456396,2967.493183,541.773867
38880.0,2415524.330,-3504503.259,-5466514.558,6800.528022,3226.308419,936.653963
38940.0,2818052.884,-3303505.520,-5398565.690,6612.265240,3471.206817,1327.493757
39000.0,3208425.630,-3088257.949,-5307329.847,6395.480130,3701.131996,1712.607342
39060.0,3584958.676,-2859689.027,-5193200.579,6151.107805,3915.092161,2090.333511
39120.0,3946027.828,-2618784.697,-5056670.187,5880.202377,4112.164386,2459.042926
39180.0,4290075.598,-2366584.112,-4898327.602,5583.932410,4291.498590,2817.145139
39240.0,4615617.917,-2104175.151,-4718855.843,5263.575879,4452.321206,3163.095459
39300.0,4921250.544,-1832689.728,-4519029.070,4920.514658,4593.938518,3495.401613
39360.0,5205655.117,-1553298.909,-4299709.245,4556.228557,4715.739652,3812.630183
39420.0,5467604.844,-1267207.860,-4061842.415,4172.288942,4817.199214,4113.412786
39480.0,5705969.791,-975650.648,-3806454.629,3770.351957,4897.879553,4396.451984
39540.0,5919721.760,-679884.919,-3534647.517,3352.151374,4957.432650,4660.526872
39600.0,6107938.721,-381186.474,-3247593.531,2919.491124,4995.601621,4904.498350
39660.0,6269808.791,-80843.762,-2946530.892,2474.237506,5012.221820,5127.314037
39720.0,6404633.736,219847.673,-2632758.248,2018.311145,5007.221557,5328.012804
39780.0,6511831.982,519590.785,-2307629.074,1553.678701,4980.622400,5505.728929
39840.0,6590941.124,817092.616,-1972545.830,1082.344387,4932.539086,5659.695825
39900.0,6641619.920,1111069.879,-1628953.913,606.341329,4863.179025,5789.249347
39960.0,6663649.766,1400254.488,-1278335.424,127.722787,4772.841404,5893.830661
40020.0,6656935.634,1683399.031,-922202.773,-351.446692,4661.915900,5972.988649
40080.0,6621506.487,1959282.150,-562092.156,-829.100190,4530.880995,6026.381860
40140.0,6557515.149,2226713.810,-199556.927,-1303.177323,4380.301914,6053.779980
40200.0,6465237.651,2484540.432,163839.101,-1771.633137,4210.828188,6055.064826
40260.0,6345072.035,2731649.868,526528.401,-2232.446926,4023.190849,6030.230854
40320.0,6197536.643,2966976.200,886946.495,-2683.630947,3818.199281,5979.385189
40380.0,6023267.874,3189504.335,1243538.702,-3123.238994,3596.737725,5902.747154
40440.0,5823017.447,3398274.388,1594766.844,-3549.374799,3359.761465,5800.647333
40500.0,5597649.151,3592385.819,1939115.882,-3960.200202,3108.292711,5673.526137
40560.0,5348135.122,3771001.319,2275100.450,-4353.943089,2843.416185,5521.931910
40620.0,5075551.653,3933350.422,2601271.261,-4728.905031,2566.274445,5346.518561
40680.0,4781074.544,4078732.826,2916221.361,-5083.468611,2278.062956,5148.042744
40740.0,4465974.038,4206521.417,3218592.199,-5416.104402,1980.024931,4927.360594
40800.0,4131609.336,4316164.974,3507079.483,-5725.377563,1673.445972,4685.424035
40860.0,3779422.736,4407190.543,3780438.809,-6009.954029,1359.648522,4423.276671
40920.0,3410933.412,4479205.482,4037491.028,-6268.606266,1039.986163,4142.049288
40980.0,3027730.860,4531899.149,4277127.334,-6500.218566,715.837772,3842.954973
41040.0,2631468.045,4565044.250,4498314.042,-6703.791856,388.601581,3527.283886
41100.0,2223854.263,4578497.809,4700097.054,-6878.448013,59.689137,3196.397688
41160.0,1806647.779,4572201.796,4881605.969,-7023.433651,-269.480778,2851.723673
41220.0,1381648.231,4546183.368,5042057.838,-7138.123366,-597.488275,2494.748609
41280.0,950688.876,4500554.756,5180760.546,-7222.022438,-922.918477,2127.012326
41340.0,515628.679,4435512.783,5297115.792,-7274.768965,-1244.367626,1750.101071
41400.0,78344.292,4351338.009,5390621.670,-7296.135422,-1560.449134,1365.640671
41460.0,-359278.036,4248393.528,5460874.840,-7286.029645,-1869.799569,975.289513
41520.0,-795350.602,4127123.394,5507572.260,-7244.495223,-2171.084532,580.731396
41580.0,-1227992.384,3988050.712,5530512.500,-7171.711320,-2463.004417,183.668266
41640.0,-1655337.161,3831775.380,5529596.605,-7067.991890,-2744.300012,-214.187126
41700.0,-2075541.560,3658971.498,5504828.526,-6933.784334,-3013.757936,-611.118612
41760.0,-2486793.010,3470384.465,5456315.101,-6769.667562,-3270.215868,-1005.414007
41820.0,-2887317.558,3266827.759,5384265.595,-6576.349499,-3512.567565,-1395.372500
41880.0,-3275387.521,3049179.433,5288990.798,-6354.664032,-3739.767631,-1779.311986
41940.0,-3649328.940,2818378.323,5170901.682,-6105.567414,-3950.836027,-2155.576324
42000.0,-4007528.801,2575420.002,5030507.630,-5830.134133,-4144.862300,-2522.542478
42060.0,-4348441.992,2321352.480,4868414.238,-5529.552285,-4321.009508,-2878.627522
42120.0,-4670597.967,2057271.692,4685320.705,-5205.118444,-4478.517831,-3222.295466
42180.0,-4972607.090,1784316.762,4482016.813,-4858.232071,-4616.707849,-3552.063882
42240.0,-5253166.631,1503665.095,4259379.523,-4490.389478,-4734.983473,-3866.510298
42300.0,-5511066.381,1216527.296,4018369.193,-4103.177372,-4832.834516,-4164.278333
42360.0,-5745193.879,924141.947,3760025.431,-3698.266010,-4909.838892,-4444.083552
42420.0,-5954539.204,627770.266,3485462.617,-3277.401998,-4965.664439,-4704.718999
42480.0,-6138199.334,328690.668,3195865.090,-2842.400753,-5000.070351,-4945.060413
42540.0,-6295382.042,28193.247,2892482.044,-2395.138674,-5012.908217,-5164.071067
42600.0,-6425409.314,-272425.787,2576622.136,-1937.545048,-5004.122658,-5360.806250
42660.0,-6527720.270,-571869.699,2249647.843,-1471.593727,-4973.751573,-5534.417334
42720.0,-6601873.587,-868846.824,1912969.584,-999.294615,-4921.925969,-5684.155440
42780.0,-6647549.401,-1162076.135,1568039.638,-522.684997,-4848.869398,-5809.374665
42840.0,-6664550.688,-1450292.775,1216345.877,-43.820751,-4754.896992,-5909.534870
42900.0,-6652804.110,-1732253.506,859405.348,435.232517,-4640.414108,-5984.204008
42960.0,-6612360.339,-2006742.077,498757.733,912.408388,-4505.914571,-6033.059991
43020.0,-6543393.829,-2272574.469,135958.702,1385.648542,-4351.978552,-6055.892077
43080.0,-6446202.072,-2528604.000,-227426.793,1852.911633,-4179.270062,-6052.601777
43140.0,-6321204.309,-2773726.274,-589831.272,2312.182100,-3988.534087,-6023.203285
43200.0,-6168939.723,-3006883.946,-949691.485,2761.478856,-3780.593377,-5967.823413
43260.0,-5990065.116,-3227071.277,-1305455.158,3198.863840,-3556.344893,-5886.701044
43320.0,-5785352.071,-3433338.480,-1655587.686,3622.450368,-3316.755942,-5780.186103
43380.0,-5555683.629,-3624795.810,-1998578.756,4030.411281,-3062.860004,-5648.738049
43440.0,-5302050.475,-3800617.406,-2332948.860,4420.986818,-2795.752269,-5492.923888
43500.0,-5025546.669,-3960044.855,-2657255.675,4792.492214,-2516.584921,-5313.415733
43560.0,-4727364.922,-4102390.457,-2970100.288,5143.324961,-2226.562162,-5110.987901
43620.0,-4408791.457,-4227040.199,-3270133.230,5471.971726,-1926.935019,-4886.513574
43680.0,-4071200.455,-4333456.397,-3556060.292,5777.014875,-1618.995947,-4640.961032
43740.0,-3716048.132,-4421180.020,-3826648.116,6057.138589,-1304.073258,-4375.389480
43800.0,-3344866.455,-4489832.668,-4080729.506,6311.134541,-983.525385,-4090.944471
43860.0,-2959256.533,-4539118.204,-4317208.472,6537.907107,-658.735028,-3788.852975
43920.0,-2560881.715,-4568824.034,-4535064.948,6736.478092,-331.103185,-3470.418078
43980.0,-2151460.408,-4578822.018,-4733359.202,6905.990952,-2.043112,-3137.013363
44040.0,-1732758.673,-4569069.031,-4911235.880,7045.714484,327.025774,-2790.076988
44100.0,-1306582.598,-4539607.142,-5067927.703,7155.045983,654.684018,-2431.105481
44160.0,-874770.516,-4490563.437,-5202758.773,7233.513844,979.518250,-2061.647281
44220.0,-439185.069,-4422149.468,-5315147.491,7280.779590,1300.127284,-1683.296066
44280.0,-1705.176,-4334660.342,-5404609.061,7296.639340,1615.128154,-1297.683872
44340.0,435782.073,-4228473.448,-5470757.587,7281.024681,1923.162091,-906.474055
44400.0,871389.555,-4104046.828,-5513307.734,7234.002967,2222.900375,-511.354117
44460.0,1303238.255,-3961917.203,-5532075.959,7155.777030,2513.050070,-114.028430
44520.0,1729465.374,-3802697.654,-5526981.306,7046.684301,2792.359601,283.789126
44580.0,2148232.359,-3627074.985,-5498045.751,6907.195356,3059.624153,680.382542
44640.0,2557732.840,-3435806.751,-5445394.107,6737.911887,3313.690867,1074.041096
44700.0,2956200.416,-3229717.997,-5369253.491,6539.564108,3553.463815,1463.066721
44760.0,3341916.277,-3009697.698,-5269952.339,6313.007601,3777.908724,1845.781337
44820.0,3713216.620,-2776694.921,-5147918.991,6059.219629,3986.057439,2220.534085
44880.0,4068499.823,-2531714.736,-5003679.844,5779.294918,4177.012102,2585.708451
44940.0,4406233.353,-2275813.876,-4837857.080,5474.440937,4349.949020,2939.729238
45000.0,4724960.382,-2010096.182,-4651165.985,5145.972689,4504.122221,3281.069360
45060.0,5023306.064,-1735707.840,-4444411.859,4795.307037,4638.866672,3608.256430
45120.0,5299983.471,-1453832.438,-4218486.546,4423.956595,4753.601145,3919.879110
45180.0,5553799.142,-1165685.859,-3974364.586,4033.523201,4847.830729,4214.593201
45240.0,5783658.229,-872511.038,-3713099.011,3625.691009,4921.148959,4491.127439
45300.0,5988569.226,-575572.598,-3435816.803,3202.219221,4973.239574,4748.288980
45360.0,6167648.237,-276151.397,-3143714.032,2764.934506,5003.877878,4984.968546
45420.0,6320122.799,24460.996,-2838050.698,2315.723111,5012.931711,5200.145207
45480.0,6445335.202,324967.876,-2520145.293,1856.522732,5000.362020,5392.890789
45540.0,6542745.339,624072.990,-2191369.120,1389.314151,4966.223023,5562.373874
45600.0,6611933.026,920486.136,-1853140.369,916.112696,4910.661982,5707.863389
45660.0,6652599.818,1212928.720,-1506918.007,438.959545,4833.918562,5828.731757
45720.0,6664570.296,1500139.277,-1154195.481,-40.087080,4736.323798,5924.457608
45780.0,6647792.827,1780878.910,-796494.276,-518.960787,4618.298672,5994.628022
45840.0,6602339.780,2053936.635,-435357.355,-995.595931,4480.352289,6038.940317
45900.0,6528407.218,2318134.604,-72342.498,-1467.936524,4323.079689,6057.203349
45960.0,6426314.055,2572333.187,290984.411,-1933.945102,4147.159274,6049.338339
46020.0,6296500.674,2815435.886,653056.145,-2391.611513,3953.349886,6015.379214
46080.0,6139527.030,3046394.065,1012310.889,-2838.961591,3742.487531,5955.472458
46140.0,5956070.238,3264211.476,1367198.982,-3274.065671,3515.481774,5869.876483
46200.0,5746921.647,3467948.551,1716189.595,-3695.046909,3273.311815,5758.960509
46260.0,5512983.430,3656726.461,2057777.340,-4100.089382,3017.022267,5623.202979
46320.0,5255264.691,3829730.904,2390488.763,-4487.445921,2747.718646,5463.189489
46380.0,4974877.111,3986215.616,2712888.696,-4855.445643,2466.562607,5279.610266
46440.0,4673030.158,4125505.593,3023586.452,-5202.501164,2174.766930,5073.257187
46500.0,4351025.861,4247000.001,3321241.821,-5527.115443,1873.590291,4845.020366
46560.0,4010253.203,4350174.768,3604570.851,-5827.888241,1564.331828,4595.884314
46620.0,3652182.122,4434584.845,3872351.390,-6103.522159,1248.325544,4326.923692
46680.0,3278357.176,4499866.124,4123428.353,-6352.828238,926.934547,4039.298673
46740.0,2890390.877,4545737.012,4356718.707,-6574.731082,601.545173,3734.249944
46800.0,2489956.737,4571999.641,4571216.142,-6768.273505,273.561004,3413.093345
46860.0,2078782.046,4578540.728,4765995.415,-6932.620650,-55.603183,3077.214203
46920.0,1658640.428,4565332.057,4940216.334,-7067.063599,-384.527524,2728.061347
46980.0,1231344.184,4532430.604,5093127.390,-7171.022425,-711.793186,2367.140866
47040.0,798736.477,4479978.291,5224068.993,-7244.048698,-1035.988493,1996.009607
47100.0,362683.382,4408201.373,5332476.321,-7285.827413,-1355.715014,1616.268464
47160.0,-74934.166,4317409.465,5417881.752,-7296.178358,-1669.593592,1229.555468
47220.0,-512228.482,4207994.200,5479916.887,-7275.056882,-1976.270297,837.538725
47280.0,-947313.276,4080427.548,5518314.133,-7222.554095,-2274.422264,441.909218
47340.0,-1378311.787,3935259.773,5532907.863,-7138.896469,-2562.763400,44.373514
47400.0,-1803364.884,3773117.064,5523635.126,-7024.444865,-2840.049931,-353.353597
47460.0,-2220639.078,3594698.831,5490535.920,-6879.692978,-3105.085769,-749.556500
47520.0,-2628334.438,3400774.689,5433753.020,-6705.265199,-3356.727668,-1142.526155
47580.0,-3024692.349,3192181.141,5353531.363,-6501.913933,-3593.890159,-1530.567468
47640.0,-3408003.103,2969817.963,5250216.987,-6270.516345,-3815.550230,-1912.006604
47700.0,-3776613.269,2734644.332,5124255.545,-6012.070580,-4020.751739,-2285.198206
47760.0,-4128932.830,2487674.679,4976190.377,-5727.691456,-4208.609540,-2648.532494
47820.0,-4463442.039,2229974.320,4806660.170,-5418.605655,-4378.313299,-3000.442209
47880.0,-4778697.974,1962654.858,4616396.200,-5086.146436,-4529.130991,-3339.409370
47940.0,-5073340.762,1686869.390,4406219.181,-4731.747877,-4660.412056,-3663.971826
48000.0,-5346099.448,1403807.528,4177035.721,-4356.938693,-4771.590206,-3972.729562
48060.0,-5595797.473,1114690.274,3929834.414,-3963.335642,-4862.185871,-4264.350735
48120.0,-5821357.755,820764.749,3665681.575,-3552.636550,-4931.808259,-4537.577424
48180.0,-6021807.326,523298.816,3385716.641,-3126.612987,-4980.157053,-4791.231052
48240.0,-6196281.538,223575.608,3091147.253,-2687.102627,-5007.023698,-5024.217472
48300.0,-6344027.789,-77112.005,2783244.050,-2236.001319,-5012.292302,-5235.531685
48360.0,-6464408.767,-377466.991,2463335.190,-1775.254911,-4995.940139,-5424.262178
48420.0,-6556905.203,-676193.755,2132800.613,-1306.850854,-4958.037745,-5589.594852
48480.0,-6621118.110,-972003.724,1793066.097,-832.809633,-4898.748614,-5730.816536
48540.0,-6656770.501,-1263620.908,1445597.103,-355.176046,-4818.328493,-5847.318065
48600.0,-6663708.590,-1549787.402,1091892.455,123.989609,-4717.124278,-5938.596902
48660.0,-6641902.447,-1829268.812,733477.877,602.620430,-4595.572517,-6004.259313
48720.0,-6591446.134,-2100859.582,371899.405,1078.651818,-4454.197531,-6044.022060
48780.0,-6512557.298,-2363388.192,8716.728,1550.030388,-4293.609147,-6057.713623
48840.0,-6405576.229,-2615722.213,-354503.549,2014.722827,-4114.500071,-6045.274943
48900.0,-6270964.396,-2856773.188,-716194.658,2470.724662,-3917.642899,-6006.759676
48960.0,-6109302.452,-3085501.333,-1074796.427,2916.068905,-3703.886783,-5942.333959
49020.0,-5921287.736,-3300920.018,-1428762.009,3348.834543,-3474.153772,-5852.275695
49080.0,-5707731.256,-3502100.024,-1776564.556,3767.154821,-3229.434829,-5736.973356
49140.0,-5469554.200,-3688173.551,-2116703.806,4169.225292,-2970.785562,-5596.924302
49200.0,-5207783.956,-3858337.962,-2447712.551,4553.311608,-2699.321667,-5432.732644
49260.0,-4923549.682,-4011859.244,-2768162.969,4917.756993,-2416.214117,-5245.106628
49320.0,-4618077.437,-4148075.177,-3076672.781,5260.989393,-2122.684110,-5034.855591
49380.0,-4292684.891,-4266398.185,-3371911.215,5581.528260,-1819.997801,-4802.886458
49440.0,-3948775.639,-4366317.877,-3652604.746,5877.990933,-1509.460844,-4550.199841
49500.0,-3587833.152,-4447403.245,-3917542.589,6149.098606,-1192.412753,-4277.885716
49560.0,-3211414.372,-4509304.522,-4165581.922,6393.681843,-870.221132,-3987.118723
49620.0,-2821142.999,-4551754.695,-4395652.814,6610.685623,-544.275770,-3679.153099
49680.0,-2418702.489,-4574570.653,-4606762.844,6799.173888,-215.982648,-3355.317269
49740.0,-2005828.788,-4577653.977,-4798001.378,6958.333586,113.242126,-3017.008115
49800.0,-1584302.847,-4560991.369,-4968543.500,7087.478174,441.978424,-2665.684950
49860.0,-1155942.939,-4524654.702,-5117653.568,7186.050580,768.808227,-2302.863222
49920.0,-722596.815,-4468800.717,-5244688.388,7253.625606,1092.321738,-1930.107983
49980.0,-286133.734,-4393670.343,-5349099.990,7289.911766,1411.123466,-1549.027128
50040.0,151563.599,-4299587.657,-5430437.988,7294.752537,1723.838245,-1161.264470
50100.0,588607.155,-4186958.492,-5488351.528,7268.127038,2029.117163,-768.492641
50160.0,1023111.725,-4056268.677,-5522590.797,7210.150119,2325.643386,-372.405882
50220.0,1453203.053,-3908081.950,-5533008.101,7121.071867,2612.137833,25.287269
50280.0,1877025.919,-3743037.521,-5519558.506,7001.276525,2887.364696,422.871341
50340.0,2292752.142,-3561847.318,-5482300.027,6851.280836,3150.136771,818.631338
50400.0,2698588.468,-3365292.913,-5421393.380,6671.731814,3399.320578,1210.860128
50460.0,3092784.300,-3154222.153,-5337101.289,6463.403952,3633.841250,1597.865814
50520.0,3473639.257,-2929545.503,-5229787.352,6227.195883,3852.687172,1977.979028
50580.0,3839510.503,-2692232.116,-5099914.472,5964.126501,4054.914339,2349.560134
50640.0,4188819.833,-2443305.654,-4948042.864,5675.330570,4239.650437,2711.006297
50700.0,4520060.484,-2183839.875,-4774827.631,5362.053823,4406.098595,3060.758403
50760.0,4831803.635,-1914953.996,-4581015.948,5025.647597,4553.540834,3397.307779
50820.0,5122704.566,-1637807.870,-4367443.829,4667.562996,4681.341152,3719.202702
50880.0,5391508.462,-1353596.979,-4135032.529,4289.344634,4788.948278,4025.054664
50940.0,5637055.823,-1063547.283,-3884784.565,3892.623976,4875.898042,4313.544356
51000.0,5858287.470,-768909.923,-3617779.393,3479.112294,4941.815382,4583.427365
51060.0,6054249.109,-470955.834,-3335168.755,3050.593293,4986.415962,4833.539537
51120.0,6224095.450,-170970.253,-3038171.703,2608.915409,5009.507394,5062.802001
51180.0,6367093.852,129752.816,-2728069.350,2155.983841,5010.990072,5270.225823
51240.0,6482627.485,429916.191,-2406199.337,1693.752332,4990.857600,5454.916268
51300.0,6570197.989,728225.100,-2073950.067,1224.214741,4949.196821,5616.076667
51360.0,6629427.624,1023392.776,-1732754.711,749.396439,4886.187442,5753.011847
51420.0,6660060.901,1314145.997,-1384085.034,271.345579,4802.101254,5865.131129
51480.0,6661965.681,1599230.585,-1029445.039,-207.875743,4697.300970,5951.950883
51540.0,6635133.748,1877416.814,-670364.483,-686.200383,4572.238649,6013.096608
51600.0,6579680.843,2147504.714,-308392.277,-1161.565064,4427.453754,6048.304547
51660.0,6495846.164,2408329.249,54910.195,-1631.919278,4263.570822,6057.422831
51720.0,6383991.337,2658765.338,417975.808,-2095.234129,4081.296770,6040.412127
51780.0,6244598.853,2897732.713,779238.463,-2549.511085,3881.417846,5997.345811
51840.0,6078269.987,3124200.577,1137139.834,-2992.790601,3664.796237,5928.409652
51900.0,5885722.209,3337192.050,1490136.098,-3423.160569,3432.366351,5833.901010
51960.0,5667786.081,3535788.383,1836704.587,-3838.764568,3185.130786,5714.227551
52020.0,5425401.682,3719132.921,2175350.361,-4237.809869,2924.156004,5569.905495
52080.0,5159614.549,3886434.798,2504612.656,-4618.575171,2650.567734,5401.557380
52140.0,4871571.168,4036972.349,2823071.182,-4979.418024,2365.546110,5209.909384
52200.0,4562514.028,4170096.224,3129352.253,-5318.781915,2070.320588,4995.788191
52260.0,4233776.261,4285232.185,3422134.711,-5635.202982,1766.164637,4760.117422
52320.0,3886775.894,4381883.589,3700155.625,-5927.316326,1454.390250,4503.913655
52380.0,3523009.731,4459633.526,3962215.737,-6193.861903,1136.342279,4228.282038
52440.0,3144046.893,4518146.615,4207184.639,-6433.689956,813.392640,3934.411520
52500.0,2751522.056,4557170.460,4434005.645,-6645.765973,486.934393,3623.569727
52560.0,2347128.395,4576536.728,4641700.352,-6829.175156,158.375731,3297.097489
52620.0,1932610.282,4576161.883,4829372.859,-6983.126360,-170.866093,2956.403061
52680.0,1509755.760,4556047.540,4996213.631,-7106.955508,-499.370878,2602.956045
52740.0,1080388.833,4516280.465,5141502.993,-7200.128458,-825.721602,2238.281051
52800.0,646361.596,4457032.194,5264614.231,-7262.243304,-1148.510535,1863.951123
52860.0,209546.248,4378558.298,5365016.299,-7293.032110,-1466.345313,1481.580951
52920.0,-228172.989,4281197.278,5442276.109,-7292.362067,-1777.854939,1092.819907
52980.0,-664907.991,4165369.104,5496060.396,-7260.236065,-2081.695701,699.344932
53040.0,-1098774.879,4031573.409,5526137.159,-7196.792682,-2376.556967,302.853298
53100.0,-1527902.149,3880387.326,5532376.661,-7102.305583,-2661.166840,-94.944708
53160.0,-1950438.738,3712463.003,5514751.986,-6977.182344,-2934.297639,-492.333166
53220.0,-2364562.015,3528524.790,5473339.161,-6821.962689,-3194.771203,-887.597920
53280.0,-2768485.639,3329366.114,5408316.821,-6637.316167,-3441.463966,-1279.033978
53340.0,-3160467.265,3115846.055,5319965.443,-6424.039258,-3673.311807,-1664.952860
53400.0,-3538816.062,2888885.643,5208666.135,-6183.051943,-3889.314638,-2043.689887
53460.0,-3901900.004,2649463.882,5074898.993,-5915.393733,-4088.540722,-2413.611359
53520.0,-4248152.910,2398613.530,4919241.027,-5622.219184,-4270.130686,-2773.121600
53580.0,-4576081.202,2137416.641,4742363.675,-5304.792919,-4433.301234,-3120.669847
53640.0,-4884270.345,1866999.902,4545029.907,-4964.484172,-4577.348521,-3454.756932
53700.0,-5171390.950,1588529.768,4328090.932,-4602.760881,-4701.651193,-3773.941755
53760.0,-5436204.509,1303207.433,4092482.525,-4221.183357,-4805.673063,-4076.847497
53820.0,-5677568.735,1012263.650,3839220.996,-3821.397553,-4888.965429,-4362.167559
53880.0,-5894442.492,716953.418,3569398.801,-3405.127965,-4951.169005,-4628.671199
53940.0,-6085890.285,418550.573,3284179.830,-2974.170192,-4992.015473,-4875.208840
54000.0,-6251086.293,118342.289,2984794.389,-2530.383190,-5011.328638,-5100.717031
54060.0,-6389317.937,-182376.469,2672533.893,-2075.681258,-5009.025194,-5304.223031
54120.0,-6499988.948,-482308.538,2348745.292,-1612.025774,-4985.115076,-5484.849007
54180.0,-6582621.939,-780160.146,2014825.264,-1141.416738,-4939.701422,-5641.815819
54240.0,-6636860.471,-1074646.495,1672214.188,-665.884146,-4872.980125,-5774.446385
54300.0,-6662470.582,-1364497.304,1322389.936,-187.479230,-4785.238991,-5882.168595
54360.0,-6659341.802,-1648462.287,966861.490,291.734387,-4676.856496,-5964.517785
54420.0,-6627487.627,-1925316.548,607162.441,769.689594,-4548.300153,-6021.138737
54480.0,-6567045.462,-2193865.863,244844.366,1244.324707,-4400.124496,-6051.787214
54540.0,-6478276.027,-2452951.830,-118529.856,1713.592365,-4232.968688,-6056.331013
54600.0,-6361562.233,-2701456.870,-481392.795,2175.468358,-4047.553764,-6034.750533
54660.0,-6217407.531,-2938309.045,-842179.222,2627.960363,-3844.679519,-5987.138863
54720.0,-6046433.739,-3162486.681,-1199332.868,3069.116534,-3625.221062,-5913.701379
54780.0,-5849378.361,-3373022.776,-1551313.133,3497.033920,-3390.125038,-5814.754855
54840.0,-5627091.404,-3569009.174,-1896601.733,3909.866681,-3140.405545,-5690.726104
54900.0,-5380531.715,-3749600.477,-2233709.250,4305.834042,-2877.139759,-5542.150129
54960.0,-5110762.841,-3914017.696,-2561181.553,4683.227978,-2601.463292,-5369.667820
55020.0,-4818948.443,-4061551.609,-2877606.076,5040.420582,-2314.565285,-5174.023187
55080.0,-4506347.276,-4191565.821,-3181617.904,5375.871087,-2017.683289,-4956.060153
55140.0,-4174307.761,-4303499.511,-3471905.668,5688.132510,-1712.097918,-4716.718913
55200.0,-3824262.166,-4396869.846,-3747217.199,5975.857898,-1399.127329,-4457.031877
55260.0,-3457720.430,-4471274.069,-4006364.926,6237.806131,-1080.121536,-4178.119216
55320.0,-3076263.649,-4526391.234,-4248231.003,6472.847284,-756.456586,-3881.184035
55380.0,-2681537.255,-4561983.590,-4471772.128,6679.967495,-429.528625,-3567.507178
55440.0,-2275243.920,-4577897.607,-4676024.047,6858.273342,-100.747870,-3238.441705
55500.0,-1859136.209,-4574064.641,-4860105.709,7006.995693,228.467465,-2895.407056
55560.0,-1435009.024,-4550501.225,-5023223.069,7125.493027,556.697295,-2539.882929
55620.0,-1004691.858,-4507309.000,-5164672.511,7213.254200,882.525784,-2173.402892
55680.0,-570040.904,-4444674.278,-5283843.887,7269.900650,1204.547455,-1797.547776
55740.0,-132931.051,-4362867.237,-5380223.146,7295.188030,1521.373252,-1413.938851
55800.0,304752.206,-4262240.757,-5453394.550,7289.007262,1831.636531,-1024.230831
55860.0,741120.900,-4143228.893,-5503042.471,7251.385006,2133.998958,-630.104742
55920.0,1174292.733,-4006345.011,-5528952.751,7182.483548,2427.156275,-233.260666
55980.0,1602399.197,-3852179.564,-5531013.625,7082.600098,2709.843936,164.589592
56040.0,2023593.634,-3681397.553,-5509216.202,6952.165508,2980.842554,561.729884
56100.0,2436059.201,-3494735.654,-5463654.506,6791.742413,3238.983162,956.447128
56160.0,2838016.709,-3292999.044,-5394525.072,6602.022808,3483.152259,1347.038690
56220.0,3227732.293,-3077057.921,-5302126.091,6383.825055,3712.296609,1731.819735
56280.0,3603524.897,-2847843.760,-5186856.131,6138.090363,3925.427786,2109.130491
56340.0,3963773.522,-2606345.286,-5049212.415,5865.878720,4121.626441,2477.343411
56400.0,4306924.216,-2353604.215,-4889788.675,5568.364323,4300.046258,2834.870189
56460.0,4631496.783,-2090710.758,-4709272.594,5246.830515,4459.917618,3180.168617
56520.0,4936091.164,-1818798.918,-4508442.837,4902.664249,4600.550905,3511.749232
56580.0,5219393.475,-1539041.600,-4288165.692,4537.350102,4721.339493,3828.181747
56640.0,5480181.678,-1252645.552,-4049391.336,4152.463875,4821.762352,4128.101213
56700.0,5717330.851,-960846.156,-3793149.733,3749.665793,4901.386306,4410.213914
56760.0,5929818.039,-664902.103,-3520546.194,3330.693345,4959.867891,4673.302942
56820.0,6116726.669,-366089.963,-3232756.608,2897.353789,4996.954844,4916.233451
56880.0,6277250.500,-65698.676,-2931022.369,2451.516357,5012.487190,5137.957548
56940.0,6410697.107,234976.005,-2616645.023,1995.104190,5006.397928,5337.518815
57000.0,6516490.859,534637.106,-2290980.651,1530.086043,4978.713326,5514.056435
57060.0,6594175.411,831992.024,-1955434.022,1058.467796,4929.552801,5666.808904
57120.0,6643415.666,1125758.104,-1611452.534,582.283797,4859.128410,5795.117317
57180.0,6663999.225,1414668.171,-1260519.966,103.588088,4767.743933,5898.428209
57240.0,6655837.299,1697475.999,-904150.085,-375.554453,4655.793560,5976.295945
57300.0,6618965.095,1972961.681,-543880.108,-853.077022,4523.760195,6028.384637
57360.0,6553541.663,2239936.897,-181264.078,-1326.919801,4372.213370,6054.469599
57420.0,6459849.210,2497250.036,182133.844,-1795.038847,4201.806791,6054.438312
57480.0,6338291.883,2743791.166,544746.122,-2255.414906,4013.275513,6028.290910
